,mloglik,tc,mass1,mass2,distance,ra,dec,polarization,inclination,spin1z,spin2z,chirp,q
0,805.2915411817557,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.0,2.0,0.0,0.0,26.116516898883724,1.0
1,805.2920375631556,2.000000014901161,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.0,2.0,0.0,0.0,26.116516898883724,1.0
2,805.2917560216436,2.0,30.000000017116943,30.000000017116943,5000.0,4.0,0.0,4.0,2.0,0.0,0.0,26.116516913784885,1.0
3,805.2915411815966,2.0,30.000000223517414,29.999999776482582,5000.0,4.0,0.0,4.0,2.0,0.0,0.0,26.116516898883724,1.0000000149011612
4,805.2915411766458,2.0,30.000000000000004,30.000000000000004,5000.000000014901,4.0,0.0,4.0,2.0,0.0,0.0,26.116516898883724,1.0
5,805.2915758686873,2.0,30.000000000000004,30.000000000000004,5000.0,4.000000014901161,0.0,4.0,2.0,0.0,0.0,26.116516898883724,1.0
6,805.2914993758602,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,1.4901161193847656e-08,4.0,2.0,0.0,0.0,26.116516898883724,1.0
7,805.2915462394742,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.000000014901161,2.0,0.0,0.0,26.116516898883724,1.0
8,805.291571954024,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.0,2.000000014901161,0.0,0.0,26.116516898883724,1.0
9,805.2914031917018,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.0,2.0,1.4901161193847656e-08,0.0,26.116516898883724,1.0
10,805.2914031917018,2.0,30.000000000000004,30.000000000000004,5000.0,4.0,0.0,4.0,2.0,0.0,1.4901161193847656e-08,26.116516898883724,1.0
11,-334.09969767278926,0.0,1.154820030410646,1.142615579337401,5000.342926025391,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.01068115234375
12,-12.753639851093723,0.9975867885401404,15.581087791661195,15.498119166905491,5000.1718767892025,1.9951735770802808,2.0048264229197192,1.9951735770802808,0.9975867885401404,0.5012066057299298,0.5012066057299298,13.52795271623579,1.0053534641114952
13,2030.39595361655,1.4970589782125643,22.775278186458703,22.71426778047827,5000.086235782804,2.9941179564251286,1.0058820435748712,2.9941179564251286,1.4970589782125643,0.2514705108937178,0.2514705108937178,19.800453562450738,1.0026859948368165
14,1886.7916351598487,1.7510916198043796,26.426883108161867,26.391800114449605,5000.042678580753,3.502183239608759,0.4978167603912409,3.502183239608759,1.7510916198043796,0.12445419009781022,0.12445419009781022,22.990661130155186,1.0013293141642527
15,1786.5455816901022,1.877789694866479,28.246250390801798,28.227826837855496,5000.020954547101,3.755579389732958,0.24442061026704204,3.755579389732958,1.877789694866479,0.06110515256676051,0.06110515256676051,24.581768301831815,1.0006526734435537
16,105.20050535551331,1.940900086655675,29.152044865071524,29.142846578670277,5000.010133449192,3.88180017331135,0.11819982668865027,3.88180017331135,1.940900086655675,0.029549956672162567,0.029549956672162567,25.37432491276607,1.0003156275889666
17,1332.7331886993388,1.9688928836719277,29.553714194463478,29.548805253685376,5000.0053337198815,3.9377857673438554,0.06221423265614467,3.9377857673438554,1.9688928836719277,0.015553558164036167,0.015553558164036167,25.72586569241894,1.0001661299242375
18,1457.6640041415103,1.985486354560697,29.791785755052764,29.78947673609968,5000.002488553372,3.970972709121394,0.02902729087860572,3.970972709121394,1.985486354560697,0.00725682271965143,0.00725682271965143,25.934250788413394,1.0000775112290001
19,186.53364412850613,1.993901540978313,29.912512863069907,29.911538665644226,5000.001045660157,3.987803081956626,0.012196918043373863,3.987803081956626,1.993901540978313,0.0030492295108434657,0.0030492295108434657,26.039930874346048,1.0000325692849363
20,2616.70785426659,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188746745366,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
21,2616.7078590461365,6.595114621542215,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188746745366,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
22,2616.7078580592115,6.5951146066410535,10.539338168207257,105.39338168207257,4998.473982469621,3.2628188746745366,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758762409386,0.1
23,2616.707952142963,6.5951146066410535,10.539338818908563,105.39337248424931,4998.473982469621,3.2628188746745366,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1000000149011612
24,2616.7078542513755,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982484522,3.2628188746745366,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
25,2616.707810162071,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188895756978,4.0,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
26,2616.707828458115,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188746745366,3.999999985098839,0.682369298837461,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
27,2616.7078535777687,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188746745366,4.0,0.6823693137386222,3.7229446225929452,1.0,-1.0,25.973758747508224,0.1
28,2616.707809381226,6.5951146066410535,10.539338162160833,105.39338162160831,4998.473982469621,3.2628188746745366,4.0,0.682369298837461,3.7229446374941064,1.0,-1.0,25.973758747508224,0.1
