mloglik,tc,mass1,mass2,distance,ra,dec,polarization,inclination,spin1z,spin2z,chirp,q
1677.149209497279,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.158730502214,9.99999985,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.1515481663687,10.000000000000002,86.49063148452642,39.31392340205746,10000.0,0.0,-3.141592653589793,0.0,0.0,-1.0,-1.0,49.9999995,2.2
1677.1490246083126,10.000000000000002,86.49063277205742,39.31392362989952,10000.0,0.0,-3.141592653589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.20000002
1677.149209648984,10.000000000000002,86.49063234943276,39.3139237951967,9999.9999995,0.0,-3.141592653589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.1486603983415,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,3e-07,-3.141592653589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.1479911222898,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592353589793,0.0,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.1497590540275,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,3e-07,0.0,-1.0,-1.0,50.00000000000001,2.2
1677.1492094972184,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,0.0,2e-07,-1.0,-1.0,50.00000000000001,2.2
1677.1494771930006,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,0.0,0.0,-0.99999999,-1.0,50.00000000000001,2.2
1677.1493041144472,10.000000000000002,86.49063234943276,39.3139237951967,10000.0,0.0,-3.141592653589793,0.0,0.0,-1.0,-0.99999999,50.00000000000001,2.2
875.7919599795791,10.000000000000002,136.20349637133307,27.240699274266614,10000.0,6.283185307179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.7859810885262,9.99999985,136.20349637133307,27.240699274266614,10000.0,6.283185307179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.791083585595,10.000000000000002,136.2034950092981,27.240699001859618,10000.0,6.283185307179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,49.9999995,5.0
875.791903518546,10.000000000000002,136.20349606260515,27.240699321483827,10000.0,6.283185307179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,4.99999998
875.7919600679985,10.000000000000002,136.20349637133307,27.240699274266614,9999.9999995,6.283185307179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.7924161065193,10.000000000000002,136.20349637133307,27.240699274266614,10000.0,6.283185007179586,3.141592653589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.7919490321636,10.000000000000002,136.20349637133307,27.240699274266614,10000.0,6.283185307179586,3.141592353589793,0.0,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.7914978174473,10.000000000000002,136.20349637133307,27.240699274266614,10000.0,6.283185307179586,3.141592653589793,3e-07,0.1264265764097325,-1.0,-1.0,50.00000000000001,5.0
875.7919151135546,10.000000000000002,136.20349637133307,27.240699274266614,10000.0,6.283185307179586,3.141592653589793,0.0,0.1264267764097325,-1.0,-1.0,50.00000000000001,5.0
